Nom;Région;Type équipement ou lieu;Domaine;Latitude;Longitude
Bibliothèque \;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.1885374756359;-0.862282846061961
Mediatheque Haute-Saintonge;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.442402453333;-0.435162177102598
Bibliothèque Louis-Pierre Moinier;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.2141621306782;-0.757939012849206
Bibliothéque municipale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.8664303446394;-0.220305790469601
Bibliothèque municipale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.8283916972717;-0.874272715572942
Médiathèque de Préguillac;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.6702939466727;-0.617785847942112
Bibliothèque - Association Lire à Reaux 7, rue de la Haute Saintonge;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.4776128496416;-0.37449645870119
Médiathèque communautaire de Rochefort CORDERIE ROYALE;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.9378782601912;-0.955561687520258
Médiathèque d'agglomération de La Rochelle MICHEL CREPEAU;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.1533863116744;-1.15529686357775
Bibliothèque municipale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.3343473325639;-0.45053756014803
bibliothèque Mairie;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.6772780401813;-1.09953502681272
Bibliothèque La Baleine;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.2287914775593;-1.54237841622637
Bibliothèque Municipale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.4323040299312;-0.705748163386535
Bibliotheque Municipale Place eugène Laugraud;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.9173283280166;-0.890440280276474
Bibliothèque Au plaisir de lire;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.270058053668;-0.874627006436107
Médiathèque De La Pléiade;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.1523010130187;-1.31271159914157
Bibliothèque municipale amicale laique post scolaire martinaise;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.2009741133737;-1.36822423663489
Bibliothèque Municipale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.9358425376668;-1.05107196060457
Médiathèque Ernest Et Louis LESSIEUX;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.9457775679556;-1.3060047737835
Bibliotheque Municipale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.8199523685065;-0.780929810376238
bibliothèque municipale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.6925197241346;-0.848158929203385
Bibliothèque municipale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.3954412437366;-0.455077019138323
Bibliothèque Municipale St THOMAS de CÔNAC;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.3889312851301;-0.68749152175245
Bibliotheque Municipale De Saint-Xandre;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.2015359126326;-1.10215234972226
Médiathèque Louis-Aragon;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.7325691844394;-0.644140944827437
Médiathèque Municipale EMILE GABORIAU;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.6750717499389;-0.924935092587067
Bibliothèque Municipale de Genouillé;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.0223329848742;-0.783741976969354
médiathèque municipale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.7703872544306;-1.13959564488257
AURIAC MAIRIE;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.2041719276927;2.14766461419009
Médiathèque Municipale Michel Peyramaure;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.2462404303702;1.32679267936546
Bibliothèque de Beaulieu;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.9780105227169;1.83860271974414
BEAUMONT MAIRIE;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.4220714712695;1.80274620380258
Bibliothèque de Bilhac;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.944566;1.773714
BIBLIOTHEQUE DEPARTEMENTALE;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.5296376772291;1.9825401198107
Médiathèque Michel Dumas Réseau de lecture publique de brive;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.1547974791908;1.54990907995454
Relais de la Médiathèque de Haute Corrèze de Chaveroche;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.574048;2.2567
Mairie;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.3562692582447;1.34147647033389
Bibliothèque Municipale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.3717804949933;1.87404558025548
Bibliothèque Municipale Georges Cabanis;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.1359441341092;1.58344318555032
Point Lecture de Curemonte;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.9976825936676;1.74300923662438
Mairie D'estivaux;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.319258;1.493219
Médiathèque Municipale de Juillac;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.3187647427392;1.3210417664746
Mairie de Lamaziere-Basse Bibliotheque;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.3727688269875;2.17178750721777
LUBERSAC MEDIATHEQUE INTERCOMMUNALE site de Lubersac;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.4436225501384;1.40284197367062
Relais de La Médiathèque de Haute Corrèze de Maussac;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.490916;2.126154
Bibliotheque Municipale de Merlines;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.6474749199312;2.45707327754344
Point Lecture Montaignac;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.3528246790713;1.97797195542285
Bibliothèque municipale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.0505631012851;1.50425947901352
Bibliotheque-Mediatheque Municipale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.3822250866392;2.27299757348371
Mairie de Palisse;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.4185775077902;2.20612290213773
Point Lecture;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.2221630647926;1.33122648192519
Mairie;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.4228040430305;1.64908973156894
Bibliothèque municipale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.2996389647598;1.52288101493209
Mairie de Saint-Etienne-La-Geneste;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.453057;2.352403
Bibliothèque de Saint Pardoux La Croisille;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.2477581003997;1.98213773874575
Relais de la Médiathèque de Haute Corrèze de Saint-Rémy;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.6549323288851;2.25093860612683
Mairie;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.3093918310012;1.40030843265458
Point lecture;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.275426010561;1.27736779386299
Médiathèque municipale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.3674670086517;1.71393996727252
Bibliotheque Communale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.1318508871801;2.02342531193919
Médiathèque municipale d'Auzances;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.0266387776592;2.50165284306447
Bibliothèque d'Azérables;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.3552182045183;1.4782147752343
Médiathèque intercommunale Creuse Confluence Site de Chambon sur Voueize;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.187696092328;2.42768324270348
Bibliothèque municipale de Clugnat;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.3077032720831;2.11659926457516
Bibliothèque municipale de Crozant;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.3923246830883;1.6210364907245
Bibliothèque d'Evaux les Bains;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.1742186474377;2.48604870144988
Bibliothèque municipale de Fresselines;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.3825687286023;1.68516911152247
Bibliothèque de Gentioux Pigerolles;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.7846687099707;1.99499272598918
Bibliothèque municipale de Lavaveix Les Mines;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.0720573692374;2.08964635010866
Bibliothèque municipale de Mérinchal;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.9160240192753;2.48727995164458
Bibliothèque municipale de Naillat;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.2645084719836;1.63755592768399
Bibliothèque Municipale de Reterre;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.1019215130763;2.47244958825777
Bibliothèque de Saint Agnant de Versillat;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.2777060388558;1.51026005086389
Bibliothèque municipale de Saint Domet;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.0417563355516;2.29995742579889
Bibliothèque municipale de Fursac;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.146778285902;1.51236437559156
Bibliothèque de Sainte Feyre;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.1394381448454;1.91480286325526
Bibliothèque de Saint Germain Beaupré;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.3073844726527;1.54515852732826
Bibliothèque de Saint Léger Bridereix;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.2857171527243;1.58683514764643
Bibliothèque municipale de Saint-Martin-Sainte-Catherine;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.9485326211765;1.56556771553053
Bibliothèque de Saint Maurice La Souterraine;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.2151238946044;1.43314744082526
Bibliothèque Municipale de Saint Sébastien;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.3917036752123;1.52971751942557
Médiathèque municipale La Forge;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.2998856160488;1.72817991731837
Bibliothèque de Saint Sulpice Le Guérétois;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.2017747000902;1.82953874635237
Bibliothèque;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.1067716815146;1.13412911917571
Bibliothèque;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.8507690298566;0.688811612373493
Bibliothèque de Chalais Mairie;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.5086011035856;0.927310877059671
Bibliothèque;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.2025930404981;0.666190791062389
Bibliothèque François Rabelais;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.1901696276566;0.69742664060073
Bibliothèque de Cubjac Mairie;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.2214841740629;0.93792292424531
Bibliothèque;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.9358940614642;1.01322115397917
Bibliothèque Mairie;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.0364853031376;0.831271294370251
Bibliotheque Marc Cazalis La Force;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.8691435181437;0.372642255535877
Bibliothèque;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.1845199659746;0.555291002936851
MEDIATHEQUE DRONNE ET BELLE de MAREUIL;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.4516729743307;0.451415439503255
Bibliothèque Dronne et Belle de Monsec;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.4960628141896;0.44070799842979
Bibliothèque;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.5498979748113;0.904551060479054
Bibliothèque La poste;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.4673212936979;0.779103920116329
Bibliothèque François Augieras;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.0646590198795;1.16417404867908
Bibliothèque de Nontron Réseau des bibliothèques;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.5301591320307;0.663695479207118
Médiathèque intercomunale de Payzac;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.4005887337391;1.2168657529073
Bibliothèque;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.8428686551176;0.207563883260461
Bibliothèque de Quinsac;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.434395;0.703027
Bibliothèque;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.164485627229;0.601072453080122
Bibliothèque de Cendrieux;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.963903;0.790375
Bibliothèque;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.8416024954835;0.654004418285247
Bibliothèque;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.124212031427;0.889584267331319
Bibliothèque;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.5922416444709;0.663388169236253
Bibliothèque;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.7488223513017;1.10984742608406
Bibliothèque;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.1155446114632;0.499802946159474
Bibliothèque;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.4425324310829;0.844834675839341
Bibliothèque de Sainte Nathalene Réseau de la Communauté de communes Sarlat-Périgord Noir;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.9038043902502;1.28744012159687
Bibliothèque;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.4786394280804;0.998660386802802
Bibliothèque Mairie;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.5879925329536;0.982895061296509
Bibliothèque de Saint Antoine Cumond Mairie;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.226823;0.205668
Bibliothèque de Festalemps Marie;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.2259001761625;0.215365713281088
Jean-Claude;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.1634939148766;0.396097799214659
Bibliothèque;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.2382229102582;0.87445174995036
bibliothèque;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.3978824203001;1.21024218746321
Bibliothèque de Sigoulès-et-Flaugeac;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.7579892926777;0.40834721647408
Bibliothèque Jean Macé;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.2537569697008;0.497897000590273
Bibliothèque-Agence Postale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.5980436412656;0.530500220703058
Bibliothèque de Villars;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.4198107442933;0.753441977296858
Bibliothèque de Cavignac;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.1035213891107;-0.386958250082069
Bibliothèque de Ladignac-le-Long;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.5834844823551;1.11114487425302
Bibliothèque Municipale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.3578799745432;0.393353391932373
Réseau des bibliothèques de l'Ousse et du Gabas Coordination du réseau de lecture publique de la CC Ousse-Ga;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;43.2688889529573;-0.195554622033336
Réseau des bibliothèques du Pays de Nay Communauté de communes du Pays de Nay;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;43.1773642578168;-0.255606878517701
Médiathèque municipale de Sainte-Hélène;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.97112;-0.951833
Bibliothèque de Beaumont Saint-Cyr;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.7386495726759;0.431374087781251
Place de la Mairie;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.71817;-0.328172
Réseau lecture publique Aunis Sud Coordination Surgères;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.1043961048679;-0.763380485376629
Réseau des Vallées du Clain;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.4577755467622;0.375033644195525
Point Lecture;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.563362;0.206525
Bibliothèque de Montaner;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;43.345524;-0.008511
Bibliothèque Mairie;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.672991;0.645819
Biblioposte;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.224992;2.000486
Bibliothèque Graffitis;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.9662101186753;-0.706329147077663
Bibliothèque des Aldudes;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;43.089655;-1.432868
Bibliothèque Api'Thèque;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.385775;0.232517
Bibliothèque;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;46.069937;0.252907
Bibliothèque de Saint-Genest-sur-Roselle;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.698428;1.42716
Bibliothèque Badie Arveyres 4 Rue de l'Eglise;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.8847451102795;-0.284696198444219
Bibliothèque Municipale bernos beaulac;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.3761546247643;-0.252325386586068
Médiathèque;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.8705911325929;-0.371408591806982
Médiathèque Municipale JOHEL COUTURA;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.1293387017831;-0.661589913456826
Bibliothèque Jean de la Ville de Mirmont;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.8325706427011;-0.611690491354349
Bibliothèque Capucins/Saint-Michel;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.8308019806473;-0.567016057768008
Bibliothèque de Bordeaux Lac;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.8725652012186;-0.573203704327175
Mediatheque Municipale La Source;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.8647639076255;-0.599838644516566
Bibliotheque Municipale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.0421867206894;-0.937732774358478
Bibliotheque Municipale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.7545678382237;-0.531603571411552
Bibliothèque Municipale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.2925688722482;-0.259314679596525
Bibliotheque Municpale De Carcans ASSOCIATION LIRE;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.0790140549032;-1.04223023297674
Bibliotheque Municipale de Castres-Gironde;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.6975069471369;-0.445145651690133
LUDO MEDIATHEQUE;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.8553468542686;-0.520670047268375
"Bibliothèque intercommunale Civrac-en-Médoc ""O"" plaisir des livres";Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.3384954212358;-0.898892632972805
Bibliothèque Municipale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.971578747984;-0.453217447569709
Bibliotheque des Églisottes;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.0982523478869;-0.0401463419766572
Bibliotheque intercommunale de Fargues-De-Langon;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.5362391440012;-0.29533036792458
Mediatheque M.270 MAISON DES SAVOIRS PARTAGES;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.8364250059266;-0.531708022382348
Médiathèque intercommunale à Fontet;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.5598492551089;-0.0304400604625005
Bibliotheque Municipale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.9926849339724;-0.273434287059762
Mediatheque de Gensac;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.8064295437232;0.0725635119122882
Médiathèque intercommunale Jean Pauly;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.583273657032;-0.089139705355284
Ludothèque-Médiathèque;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.6191694657755;-1.07411662506456
Bibliotheque Du Haillan;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.8742285675306;-0.676857138916917
Bibliothèque municipale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.6799191587941;-0.528471859839075
Ludo-médiathèque de Lacanau Océan;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.0014932819666;-1.19576323821891
Mairie De Lalande De Pomerol;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.9558629016714;-0.210925350831311
Maison Chasseloup;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.7948672942727;-1.14668653596902
Bibliothèque Municipale de Lussac;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.9490319570114;-0.096242021748876
Bibliothèque municipale;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.8401084418752;-0.77447008632967
Médiathèque municipale Claude Rouzier-Toussain;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.7140356104931;-0.543606542406042
Bibliotheque Municipale Du Porge;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.872159391345;-1.09373033384093
Bibliothèque intercommunale de Préchac;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.3981887773691;-0.354273528582579
Bibliothèque De Puisseguin;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.9250120371631;-0.0744360643290303
Bibliothèque De Pujols;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.8083004661551;-0.0313148362903461
Point Lecture De Saint-Antoine-Sur-L'isle;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.0269559684663;0.0390320290731341
Bibliothèque municipale Livres et vous;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.0310922696199;-0.279881103184146
Mediatheque Danielle Mitterrand;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.2919035616382;-0.615001316544099
Bibliotheque Municipale De Saint Germain Du Puch;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.85684601227;-0.322206971516518
Médiathèque intercommunale à Saint-Hilaire-de-la-Noaille Novalia-Médias;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.6034006217884;-0.0022201272452689
Bibliotheque Municipale Francois Mitterrand;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.9155444901204;-0.425887372813133
Médiathèque de Saint-Louis-de-Montferrand;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.9514458162023;-0.530505786713584
Point Lecture;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.637937;-0.175569
Com St Martin;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.1454178488889;-0.642197149034034
Biblio.Gironde;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.8835792259724;-0.737905573208097
Bibliotheque Emile BODIN;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.1382589981346;-0.446528636200954
ASSOC.A LIVRES OUVERTS;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.4266959084247;-1.03402290663935
Médiathèque intercommunale à Savignac;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.5230193332412;-0.109435473477228
Bibliotheque Municipale De Tabanac Service Municipal;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.7222430735268;-0.404876330478294
Médiathèque Castagnéra;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.8077074034886;-0.588833774476349
Médiathèque Municipale de TARGON;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.7347070326221;-0.263022316521167
Bibliotheque intercommunale de Toulenne;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.556819276238;-0.267822779674241
Bibliothèque Municipale de Vertheuil;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;45.2502809929908;-0.835117043905222
Bibliothèque Municipale de Marcheprime;Nouvelle-Aquitaine;Bibliothèque;Lecture publique;44.6917851695667;-0.85470279571563
Eglise Sainte-Pezenne;Nouvelle-Aquitaine;Monument;Patrimoine;46.328659;-0.469063
Hôtel de la Roulière;Nouvelle-Aquitaine;Monument;Patrimoine;46.326903;-0.459696
Dolmen E 134;Nouvelle-Aquitaine;Monument;Patrimoine;46.920871;-0.132263
Croix de cimetière;Nouvelle-Aquitaine;Monument;Patrimoine;46.525145;-0.434911
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.65054;-0.250026
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.652023;-0.249493
Chapelle du Rosaire ou des Templiers;Nouvelle-Aquitaine;Monument;Patrimoine;46.64926;-0.258013
Château de Payré;Nouvelle-Aquitaine;Monument;Patrimoine;46.664416;-0.160353
Croix de cimetière;Nouvelle-Aquitaine;Monument;Patrimoine;46.664416;-0.160353
Château de Hérisson;Nouvelle-Aquitaine;Monument;Patrimoine;46.661334;-0.412428
Château de Muflet;Nouvelle-Aquitaine;Monument;Patrimoine;46.920386;-0.471504
Domaine de la Dubrie (également sur commune de Beaulieu-sur-Bressuire);Nouvelle-Aquitaine;Monument;Patrimoine;46.929927;-0.517915
Eglise paroissiale Saint-Clementin et ancien prieuré;Nouvelle-Aquitaine;Monument;Patrimoine;46.93213;-0.515639
Château de Baugé;Nouvelle-Aquitaine;Monument;Patrimoine;47.048362;-0.153645
Eglise Saint-Gélais;Nouvelle-Aquitaine;Monument;Patrimoine;46.377542;-0.388932
Château de Sazay;Nouvelle-Aquitaine;Monument;Patrimoine;46.26614;-0.721379
Domaine de Saint-Loup;Nouvelle-Aquitaine;Monument;Patrimoine;46.773962;-0.153889
Maison, à Saint-Loup-sur-Thouet;Nouvelle-Aquitaine;Monument;Patrimoine;46.787231;-0.167394
Ancienne commanderie de Prailles;Nouvelle-Aquitaine;Monument;Patrimoine;47.070113;-0.192756
Logis Laspois;Nouvelle-Aquitaine;Monument;Patrimoine;46.590506;-0.132313
Eglise Sainte-Eugénie;Nouvelle-Aquitaine;Monument;Patrimoine;46.44091;-0.452048
Logis de la Moussière;Nouvelle-Aquitaine;Monument;Patrimoine;46.44091;-0.452048
Domaine de Lens;Nouvelle-Aquitaine;Monument;Patrimoine;46.269148;-0.475912
Chapelle Saint-Pierre de Boucoeur;Nouvelle-Aquitaine;Monument;Patrimoine;46.893728;-0.236442
Eglise Saint-Martin;Nouvelle-Aquitaine;Monument;Patrimoine;46.38605;-0.0985
Eglise Saint-Pierre-ès-Liens;Nouvelle-Aquitaine;Monument;Patrimoine;46.163102;-0.314759
Eglise Sainte-Eulalie;Nouvelle-Aquitaine;Monument;Patrimoine;46.613553;-0.429728
Eglise Saint-Saturnin;Nouvelle-Aquitaine;Monument;Patrimoine;46.627112;-0.293714
Château;Nouvelle-Aquitaine;Monument;Patrimoine;46.974341;-0.242541
Château des Ducs de la Trémoïlle;Nouvelle-Aquitaine;Monument;Patrimoine;46.974341;-0.242541
Domaine du Grand-Port;Nouvelle-Aquitaine;Monument;Patrimoine;46.159384;-0.247387
Eglise Notre-Dame;Nouvelle-Aquitaine;Monument;Patrimoine;46.319537;-0.35028
Logis de Puy-Chenin ou Pichenin;Nouvelle-Aquitaine;Monument;Patrimoine;46.497712;-0.482875
château;Nouvelle-Aquitaine;Monument;Patrimoine;46.941147;0.099785
Lanterne des Morts;Nouvelle-Aquitaine;Monument;Patrimoine;46.539897;0.841741
Menhir dit La Pierre-Fade;Nouvelle-Aquitaine;Monument;Patrimoine;46.135867;0.644597
Château;Nouvelle-Aquitaine;Monument;Patrimoine;46.644967;0.052557
Eglise Saint-Martin;Nouvelle-Aquitaine;Monument;Patrimoine;47.079553;0.07422
Eglise Saint-Hilaire;Nouvelle-Aquitaine;Monument;Patrimoine;46.393065;1.089013
