Nom;Région;Type équipement ou lieu;Domaine;Latitude;Longitude
Croix de la Tuilière;Nouvelle-Aquitaine;Monument;Patrimoine;45.77502;0.33273
Eglise Saint-Caprais;Nouvelle-Aquitaine;Monument;Patrimoine;45.776895;0.336961
Château de Roissac;Nouvelle-Aquitaine;Monument;Patrimoine;45.610658;-0.294483
Eglise Saint-Martial;Nouvelle-Aquitaine;Monument;Patrimoine;45.644298;0.148172
Maison de la Marbrerie;Nouvelle-Aquitaine;Monument;Patrimoine;45.647801;0.162681
Maison dite Maison Saint-Simon;Nouvelle-Aquitaine;Monument;Patrimoine;45.649522;0.156122
Eglise Saint-André;Nouvelle-Aquitaine;Monument;Patrimoine;45.650115;0.154493
Chocolaterie;Nouvelle-Aquitaine;Monument;Patrimoine;45.648978;0.155945
Capitainerie de l'Houmeau;Nouvelle-Aquitaine;Monument;Patrimoine;45.659221;0.160793
Hôtel de ville;Nouvelle-Aquitaine;Monument;Patrimoine;45.644298;0.148172
Chapelle Notre-Dame;Nouvelle-Aquitaine;Monument;Patrimoine;46.001061;0.626742
Château;Nouvelle-Aquitaine;Monument;Patrimoine;45.637131;-0.398165
Eglise Saint-Jacques;Nouvelle-Aquitaine;Monument;Patrimoine;45.2685;0.167393
Couvent des Minimes;Nouvelle-Aquitaine;Monument;Patrimoine;45.2685;0.167393
Château;Nouvelle-Aquitaine;Monument;Patrimoine;45.911285;-0.092434
Eglise Saint-Mathias;Nouvelle-Aquitaine;Monument;Patrimoine;45.480868;-0.15413
Eglise Saint-Pardoux;Nouvelle-Aquitaine;Monument;Patrimoine;45.489286;-0.203785
Ancienne abbaye Saint-Etienne;Nouvelle-Aquitaine;Monument;Patrimoine;45.664538;-0.099017
Dolmen;Nouvelle-Aquitaine;Monument;Patrimoine;45.956869;0.082536
Eglise Saint-Cybard de Porcheresse;Nouvelle-Aquitaine;Monument;Patrimoine;45.453906;0.033736
Eglise Saint-Pierre et Sainte-Radegonde;Nouvelle-Aquitaine;Monument;Patrimoine;45.239934;0.148977
Eglise Saint-Etienne;Nouvelle-Aquitaine;Monument;Patrimoine;45.624179;0.33341
Eglise Saint-Jean-Baptiste;Nouvelle-Aquitaine;Monument;Patrimoine;45.667249;-0.215316
Eglise Saint-Pierre;Nouvelle-Aquitaine;Monument;Patrimoine;46.067935;0.767294
Restes de la villa romaine de Lacou-Dausena;Nouvelle-Aquitaine;Monument;Patrimoine;45.3312813417823;-0.0280688245623959
Logis de Puygâty;Nouvelle-Aquitaine;Monument;Patrimoine;45.497987;0.142461
Eglise Sainte-Eulalie;Nouvelle-Aquitaine;Monument;Patrimoine;45.715395;0.201485
Ancienne abbaye de Fontaine Vive, ou de Grosbot;Nouvelle-Aquitaine;Monument;Patrimoine;45.543534;0.411288
Ancien prieuré;Nouvelle-Aquitaine;Monument;Patrimoine;45.807276;0.554188
Château Chesnel;Nouvelle-Aquitaine;Monument;Patrimoine;45.746325;-0.337138
Eglise Saint-Georges de Richemont;Nouvelle-Aquitaine;Monument;Patrimoine;45.746325;-0.337138
Eglise Saint-Christophe;Nouvelle-Aquitaine;Monument;Patrimoine;45.549411;0.052614
Immeuble, actuellement clinique;Nouvelle-Aquitaine;Monument;Patrimoine;45.697003;-0.329491
Fontaine dite de François-Ier;Nouvelle-Aquitaine;Monument;Patrimoine;45.696075;-0.336473
Ancien prieuré Saint-Léger;Nouvelle-Aquitaine;Monument;Patrimoine;45.694718;-0.328601
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;45.695674;-0.330024
Maison dite de la Nourrice de François-Ier;Nouvelle-Aquitaine;Monument;Patrimoine;45.696075;-0.336473
Eglise de Rozet ou de Rauzet;Nouvelle-Aquitaine;Monument;Patrimoine;45.497135;0.403997
Ancienne chapelle du Saint-Esprit;Nouvelle-Aquitaine;Monument;Patrimoine;46.022398;0.667267
Eglise Saint-Germain;Nouvelle-Aquitaine;Monument;Patrimoine;46.05379;0.684323
Ancien abattoir, actuellement ateliers municipaux;Nouvelle-Aquitaine;Monument;Patrimoine;46.022398;0.667267
Manoir des Comtes;Nouvelle-Aquitaine;Monument;Patrimoine;46.015135;0.674634
Ancien hôtel Dassier des Brosses;Nouvelle-Aquitaine;Monument;Patrimoine;46.013829;0.671692
Eglise Saint-Barthélémy;Nouvelle-Aquitaine;Monument;Patrimoine;46.022398;0.667267
Ruines du château;Nouvelle-Aquitaine;Monument;Patrimoine;46.05379;0.684323
Restes du logis de Sigogne;Nouvelle-Aquitaine;Monument;Patrimoine;45.815605;0.279944
Dolmens de Magnez;Nouvelle-Aquitaine;Monument;Patrimoine;45.988561;0.149969
Eglise Saint-Martial;Nouvelle-Aquitaine;Monument;Patrimoine;45.603962;0.240611
Eglise Saint-Maurice;Nouvelle-Aquitaine;Monument;Patrimoine;45.71822;-0.051372
Château de la Rochebeaucourt;Nouvelle-Aquitaine;Monument;Patrimoine;45.488583;0.362568
Eglise Saint-Pierre;Nouvelle-Aquitaine;Monument;Patrimoine;45.488583;0.362568
Eglise Saint-Maixent;Nouvelle-Aquitaine;Monument;Patrimoine;46.022734;0.047428
Château de Rochebrune;Nouvelle-Aquitaine;Monument;Patrimoine;45.891811;0.781152
Eglise Saint-Pierre-des-Martyrs;Nouvelle-Aquitaine;Monument;Patrimoine;45.794397;0.025756
Château des Chabannes;Nouvelle-Aquitaine;Monument;Patrimoine;45.677889;-0.162231
Eglise Saint-Hilaire;Nouvelle-Aquitaine;Monument;Patrimoine;45.482803;-0.026978
Dolmen converti en chapelle dite de la Madeleine;Nouvelle-Aquitaine;Monument;Patrimoine;46.070947;0.649807
Croix hosannière;Nouvelle-Aquitaine;Monument;Patrimoine;45.5147068400624;-0.0656106000416877
Château;Nouvelle-Aquitaine;Monument;Patrimoine;45.563432;-0.18802
Eglise Saint-Pierre;Nouvelle-Aquitaine;Monument;Patrimoine;45.658144;0.077666
Château de Chambes;Nouvelle-Aquitaine;Monument;Patrimoine;45.896172;0.575784
Eglise Saint-Pierre;Nouvelle-Aquitaine;Monument;Patrimoine;45.879254;0.615251
Château de la Mercerie;Nouvelle-Aquitaine;Monument;Patrimoine;45.485;0.254832
Eglise Saint-Martial;Nouvelle-Aquitaine;Monument;Patrimoine;45.928662;0.620529
Ruines du château;Nouvelle-Aquitaine;Monument;Patrimoine;45.666627;-0.370942
Tumulus et camp;Nouvelle-Aquitaine;Monument;Patrimoine;45.708303;-0.170716
Château de Chabrot;Nouvelle-Aquitaine;Monument;Patrimoine;45.679727;0.502869
Château;Nouvelle-Aquitaine;Monument;Patrimoine;45.777784;0.113312
Eglise Saint-Denis;Nouvelle-Aquitaine;Monument;Patrimoine;45.421404;0.139759
Château de la Foy;Nouvelle-Aquitaine;Monument;Patrimoine;45.555187;0.124811
Logis de Forge;Nouvelle-Aquitaine;Monument;Patrimoine;45.555187;0.124811
Croix de carrefour;Nouvelle-Aquitaine;Monument;Patrimoine;45.555187;0.124811
Abri de la Chaire à Calvin;Nouvelle-Aquitaine;Monument;Patrimoine;45.555187;0.124811
Château de la Léotardie;Nouvelle-Aquitaine;Monument;Patrimoine;45.420586;0.051387
Château de Saveille;Nouvelle-Aquitaine;Monument;Patrimoine;46.029959;0.003849
Eglise Saint-Pierre;Nouvelle-Aquitaine;Monument;Patrimoine;45.334173;-0.067587
Eglise Saint-Vincent;Nouvelle-Aquitaine;Monument;Patrimoine;45.624668;0.158924
Eglise Saint-Cybard;Nouvelle-Aquitaine;Monument;Patrimoine;45.76292;0.365612
Eglise d'Olérat;Nouvelle-Aquitaine;Monument;Patrimoine;45.735417;0.361493
Château;Nouvelle-Aquitaine;Monument;Patrimoine;45.803825;0.313572
Eglise Saint-Sébastien;Nouvelle-Aquitaine;Monument;Patrimoine;45.803825;0.313572
Eglise Saint-Hippolyte;Nouvelle-Aquitaine;Monument;Patrimoine;45.756103;-0.121019
Logis de Gardépée;Nouvelle-Aquitaine;Monument;Patrimoine;45.689142;-0.267228
Dolmen 1 des Grouges;Nouvelle-Aquitaine;Monument;Patrimoine;45.860451;0.239673
Château de Puybautier;Nouvelle-Aquitaine;Monument;Patrimoine;45.990211;0.460168
Dolmen dit la Pierre Levée;Nouvelle-Aquitaine;Monument;Patrimoine;45.644725;-0.144389
Presbytère et jardin;Nouvelle-Aquitaine;Monument;Patrimoine;45.621464;-0.351204
Eglise saint-Pierre;Nouvelle-Aquitaine;Monument;Patrimoine;45.611901;-0.215701
Eglise de Saint-Mathieu;Nouvelle-Aquitaine;Monument;Patrimoine;45.639043;0.198403
Vestiges d'un édifice gallo-romain;Nouvelle-Aquitaine;Monument;Patrimoine;45.837233;0.530188
Eglise Saint-Aignan-de-Torsac;Nouvelle-Aquitaine;Monument;Patrimoine;45.563362;0.206525
Eglise Sainte-Madeleine;Nouvelle-Aquitaine;Monument;Patrimoine;45.660499;0.260188
Logis de la Lèche;Nouvelle-Aquitaine;Monument;Patrimoine;45.660499;0.260188
Croix hosannière de l'ancien cimetière;Nouvelle-Aquitaine;Monument;Patrimoine;45.56137;-0.262451
Haut fourneau de Puiraveau (ou Puyravaud);Nouvelle-Aquitaine;Monument;Patrimoine;45.799356;0.496129
Eglise Notre-Dame;Nouvelle-Aquitaine;Monument;Patrimoine;45.816291;0.075002
Maison Courbebaisse;Nouvelle-Aquitaine;Monument;Patrimoine;46.011253;-1.175288
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.012251;-1.174898
Caserne Montalembert;Nouvelle-Aquitaine;Monument;Patrimoine;46.012433;-1.175224
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.011688;-1.1753
Maison Lagord;Nouvelle-Aquitaine;Monument;Patrimoine;46.011253;-1.175288
Maison Chabert;Nouvelle-Aquitaine;Monument;Patrimoine;46.011253;-1.175288
Chai;Nouvelle-Aquitaine;Monument;Patrimoine;46.011617;-1.175139
Chai;Nouvelle-Aquitaine;Monument;Patrimoine;46.011734;-1.175271
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.012659;-1.174756
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.011966;-1.175077
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.012071;-1.174152
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.012141;-1.174259
Eglise Saint-André;Nouvelle-Aquitaine;Monument;Patrimoine;45.842449;-0.611975
Eglise Notre-Dame;Nouvelle-Aquitaine;Monument;Patrimoine;45.841416;-0.423002
Eglise Notre-Dame;Nouvelle-Aquitaine;Monument;Patrimoine;45.552135;-0.514873
Mairie;Nouvelle-Aquitaine;Monument;Patrimoine;45.885832;-0.171723
Eglise de la Trinité;Nouvelle-Aquitaine;Monument;Patrimoine;45.919783;-0.605051
Eglise Saint-Pierre;Nouvelle-Aquitaine;Monument;Patrimoine;45.480667;-0.610704
Eglise Saint-Pierre-ès-Liens;Nouvelle-Aquitaine;Monument;Patrimoine;46.058963;-0.68777
Puits;Nouvelle-Aquitaine;Monument;Patrimoine;45.694245;-1.057848
Eglise Saint-Pierre;Nouvelle-Aquitaine;Monument;Patrimoine;45.73408;-0.557212
Citadelle et fortifications;Nouvelle-Aquitaine;Monument;Patrimoine;45.885416;-1.212531
Fontaine;Nouvelle-Aquitaine;Monument;Patrimoine;45.886446;-1.195241
Eglise Saint-Etienne;Nouvelle-Aquitaine;Monument;Patrimoine;45.25902;-0.313648
Château de Caillères;Nouvelle-Aquitaine;Monument;Patrimoine;45.173268;-0.231027
Eglise Notre-Dame;Nouvelle-Aquitaine;Monument;Patrimoine;45.899652;-0.957052
Château de Polignac;Nouvelle-Aquitaine;Monument;Patrimoine;45.822769;-0.506669
Eglise Saint-Pierre;Nouvelle-Aquitaine;Monument;Patrimoine;45.793467;-0.690095
Eglise Saint-Etienne;Nouvelle-Aquitaine;Monument;Patrimoine;45.475034;-0.745581
Eglise Notre-Dame;Nouvelle-Aquitaine;Monument;Patrimoine;45.950655;-0.181202
Eglise Saint-Vincent;Nouvelle-Aquitaine;Monument;Patrimoine;45.906638;-0.468814
Eglise Saint-Laurent;Nouvelle-Aquitaine;Monument;Patrimoine;46.111635;-0.896785
Villa La Jetée;Nouvelle-Aquitaine;Monument;Patrimoine;45.995852;-1.099209
Redoute dite Fort de l'Aiguille;Nouvelle-Aquitaine;Monument;Patrimoine;45.984595;-1.088618
Château;Nouvelle-Aquitaine;Monument;Patrimoine;45.857227;-0.754155
Eglise Saint-Vivien;Nouvelle-Aquitaine;Monument;Patrimoine;45.857227;-0.754155
Château de la Salle;Nouvelle-Aquitaine;Monument;Patrimoine;45.560758;-0.689182
Château de Bernessard;Nouvelle-Aquitaine;Monument;Patrimoine;45.560758;-0.689182
Domaine de Beaulieu;Nouvelle-Aquitaine;Monument;Patrimoine;45.562278;-0.341843
Eglise Saint-Martial;Nouvelle-Aquitaine;Monument;Patrimoine;45.890447;-0.2219
Eglise Saint-Romain;Nouvelle-Aquitaine;Monument;Patrimoine;45.442104;-0.509301
Maison dite Le Bois Not;Nouvelle-Aquitaine;Monument;Patrimoine;46.125244;-1.067604
Logis des Varennes;Nouvelle-Aquitaine;Monument;Patrimoine;45.994344;-0.601636
Eglise Saint-Pierre;Nouvelle-Aquitaine;Monument;Patrimoine;45.946435;-0.826011
Ancienne église Saint-Etienne;Nouvelle-Aquitaine;Monument;Patrimoine;46.30845;-1.010651
Château de la Gataudière;Nouvelle-Aquitaine;Monument;Patrimoine;45.829286;-1.090134
Maison de Richelieu;Nouvelle-Aquitaine;Monument;Patrimoine;45.822399;-1.107439
Eglise Saint-Pierre;Nouvelle-Aquitaine;Monument;Patrimoine;45.829286;-1.090134
Eglise Saint-Sulpice;Nouvelle-Aquitaine;Monument;Patrimoine;45.513963;-0.469122
Pigeonnier de Geffrou;Nouvelle-Aquitaine;Monument;Patrimoine;45.865319;-0.314241
Eglise Saint-Pierre-ès-Liens;Nouvelle-Aquitaine;Monument;Patrimoine;45.643652;-0.961512
Domaine de la Rigaudière;Nouvelle-Aquitaine;Monument;Patrimoine;45.643652;-0.961512
Château de Chatelars;Nouvelle-Aquitaine;Monument;Patrimoine;45.65375;-0.81551
Eglise Saint-Martin;Nouvelle-Aquitaine;Monument;Patrimoine;45.65375;-0.81551
Eglise Saint-Vincent;Nouvelle-Aquitaine;Monument;Patrimoine;45.207928;-0.167973
Eglise Saint-Sulpice;Nouvelle-Aquitaine;Monument;Patrimoine;45.655564;-0.507954
Ermitage monolithe Saint-Martial;Nouvelle-Aquitaine;Monument;Patrimoine;45.497027;-0.777944
Eglise de la Nativité de la Sainte-Vierge;Nouvelle-Aquitaine;Monument;Patrimoine;45.752995;-0.876154
Jardin de Gabriel;Nouvelle-Aquitaine;Monument;Patrimoine;45.860985;-0.487857
Eglise Saint-Martin;Nouvelle-Aquitaine;Monument;Patrimoine;45.756355;-0.744418
Ruines de l'ancien prieuré de Sermaize;Nouvelle-Aquitaine;Monument;Patrimoine;46.205995;-1.161108
Prieuré Notre-Dame-d'Oulmes;Nouvelle-Aquitaine;Monument;Patrimoine;46.018876;-0.413973
Eglise Saint-Etienne de Moulons;Nouvelle-Aquitaine;Monument;Patrimoine;45.325047;-0.343723
Hôtel Kervilio-Broussard;Nouvelle-Aquitaine;Monument;Patrimoine;45.578529;-0.548496
Château des Egreteaux, dit château d'Usson;Nouvelle-Aquitaine;Monument;Patrimoine;45.575423;-0.557512
Anciennes fortifications;Nouvelle-Aquitaine;Monument;Patrimoine;45.823089;-0.869228
Château;Nouvelle-Aquitaine;Monument;Patrimoine;45.6491740377015;-0.708078728890034
Remparts;Nouvelle-Aquitaine;Monument;Patrimoine;45.945648;-0.967854
Hôtel de la Marine;Nouvelle-Aquitaine;Monument;Patrimoine;45.936974;-0.958072
Gare;Nouvelle-Aquitaine;Monument;Patrimoine;45.945648;-0.967854
Eglise Saint-Louis;Nouvelle-Aquitaine;Monument;Patrimoine;45.945648;-0.967854
Fontaine;Nouvelle-Aquitaine;Monument;Patrimoine;45.946711;-0.966757
Ancien Hôtel de Cheusse, dit Hôtel de l'Intendance maritime;Nouvelle-Aquitaine;Monument;Patrimoine;45.934646;-0.958017
Théâtre municipal, dit de la Coupe d'Or;Nouvelle-Aquitaine;Monument;Patrimoine;45.937851;-0.960859
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.162874;-1.150867
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.158658;-1.151542
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.159865;-1.150652
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.162691;-1.150441
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.162928;-1.152201
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.160737;-1.150214
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.159746;-1.153508
Tour de la Lanterne;Nouvelle-Aquitaine;Monument;Patrimoine;46.159215;-1.177359
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.160561;-1.150299
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.15701;-1.154197
Clocher Saint-Jean;Nouvelle-Aquitaine;Monument;Patrimoine;46.159215;-1.177359
Hôtel de la Bibliothèque et du Musée;Nouvelle-Aquitaine;Monument;Patrimoine;46.161986;-1.151754
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.160537;-1.153956
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.160392;-1.153473
Groupe scolaire Paul-Doumer;Nouvelle-Aquitaine;Monument;Patrimoine;46.163256;-1.140151
Palais de justice;Nouvelle-Aquitaine;Monument;Patrimoine;46.159215;-1.177359
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.159692;-1.153521
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.158323;-1.155294
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.156501;-1.154773
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.156288;-1.155272
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.159991;-1.150576
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.160428;-1.154136
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.163524;-1.151974
Ancien Hôtel du Commerce;Nouvelle-Aquitaine;Monument;Patrimoine;46.163008;-1.153379
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.162618;-1.15008
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.162424;-1.152393
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.162243;-1.15247
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.161983;-1.152503
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.16098;-1.150092
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.159836;-1.150465
Maison de Nicolas Venette;Nouvelle-Aquitaine;Monument;Patrimoine;46.160593;-1.154646
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.160328;-1.150406
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.160133;-1.150319
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.160032;-1.150555
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.159836;-1.150465
Maison dite du Maire Jean Guiton;Nouvelle-Aquitaine;Monument;Patrimoine;46.159779;-1.150714
Hôtel de ville;Nouvelle-Aquitaine;Monument;Patrimoine;46.159215;-1.177359
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.159406;-1.153607
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.160345;-1.153489
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.158311;-1.155198
Villa Alsace;Nouvelle-Aquitaine;Monument;Patrimoine;46.15666;-1.163684
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.156471;-1.154835
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.156412;-1.154964
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.162714;-1.15003
Bastion du Gabut et rempart;Nouvelle-Aquitaine;Monument;Patrimoine;46.159215;-1.177359
Phares d'alignement;Nouvelle-Aquitaine;Monument;Patrimoine;46.157002;-1.149806
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.16341;-1.152208
Groupe scolaire Pierre-Loti;Nouvelle-Aquitaine;Monument;Patrimoine;46.163279;-1.176047
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.161058;-1.153011
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.159847;-1.153474
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.161932;-1.152594
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.160363;-1.154237
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.161662;-1.152844
Lycée Eugène Fromentin;Nouvelle-Aquitaine;Monument;Patrimoine;46.159215;-1.177359
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.162882;-1.151424
Porte Dauphine;Nouvelle-Aquitaine;Monument;Patrimoine;46.159215;-1.177359
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.163057;-1.15187
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.159356;-1.153623
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.162774;-1.150866
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.162673;-1.149832
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.162655;-1.149744
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.162193;-1.152489
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.161927;-1.150001
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.161542;-1.152788
Cathédrale Saint-Louis;Nouvelle-Aquitaine;Monument;Patrimoine;46.159215;-1.177359
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.161229;-1.15295
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.160943;-1.150109
Maison;Nouvelle-Aquitaine;Monument;Patrimoine;46.160849;-1.153097
Ancienne abbaye Notre-Dame;Nouvelle-Aquitaine;Monument;Patrimoine;45.709289;-0.893647
Eglise Saint-Cyr;Nouvelle-Aquitaine;Monument;Patrimoine;45.448068;-0.299733
Ancienne croix de carrefour;Nouvelle-Aquitaine;Monument;Patrimoine;45.856764;-0.578021
Eglise Saint-Hippolyte;Nouvelle-Aquitaine;Monument;Patrimoine;45.90911;-0.905776
Ancien hôtel de l'Echevinage;Nouvelle-Aquitaine;Monument;Patrimoine;45.943179;-0.520852
Tour de l'Horloge;Nouvelle-Aquitaine;Monument;Patrimoine;45.939916;-0.521241
Eglise Notre-Dame de l'Assomption;Nouvelle-Aquitaine;Monument;Patrimoine;46.15562;-1.330263
Citadelle et fortifications;Nouvelle-Aquitaine;Monument;Patrimoine;46.198348;-1.367319
Demeure;Nouvelle-Aquitaine;Monument;Patrimoine;46.204252;-1.365004
Eglise Saint-Martin dite Le Grand Fort;Nouvelle-Aquitaine;Monument;Patrimoine;46.198348;-1.367319
Fontaine de Lupin;Nouvelle-Aquitaine;Monument;Patrimoine;45.938056;-1.037367
Fort Lupin;Nouvelle-Aquitaine;Monument;Patrimoine;45.938056;-1.037367
Motte castrale du Breuil-Bertin;Nouvelle-Aquitaine;Monument;Patrimoine;46.230604;-1.022341
Lanterne des morts;Nouvelle-Aquitaine;Monument;Patrimoine;45.934418;-1.305125
Dolmen du Bois de la Grosse Pierre;Nouvelle-Aquitaine;Monument;Patrimoine;45.847006;-0.866676
Eglise de la Transfiguration;Nouvelle-Aquitaine;Monument;Patrimoine;46.212011;-0.886534
Domaine de la Mauvignière;Nouvelle-Aquitaine;Monument;Patrimoine;45.77035;-0.975743
Eglise Saint-Saturnin;Nouvelle-Aquitaine;Monument;Patrimoine;45.77035;-0.975743
Ancien château;Nouvelle-Aquitaine;Monument;Patrimoine;45.816203;-0.825792
Maison de l'Echevinage;Nouvelle-Aquitaine;Monument;Patrimoine;45.746024;-0.633161
Mur de soutènement gallo-romain;Nouvelle-Aquitaine;Monument;Patrimoine;45.746428;-0.644427
Eglise Saint-Pallais;Nouvelle-Aquitaine;Monument;Patrimoine;45.744095;-0.622721
Eglise Notre-Dame de l'Assomption;Nouvelle-Aquitaine;Monument;Patrimoine;45.957751;-0.205523
Deux dolmens;Nouvelle-Aquitaine;Monument;Patrimoine;45.915116;-1.000768
Ancien château;Nouvelle-Aquitaine;Monument;Patrimoine;46.104107;-0.754733
Eglise Notre-Dame;Nouvelle-Aquitaine;Monument;Patrimoine;46.104107;-0.754733
Porte de Ville, dite Porte Saint-Pierre;Nouvelle-Aquitaine;Monument;Patrimoine;45.97808;-0.713817
Phare de la Coubre;Nouvelle-Aquitaine;Monument;Patrimoine;45.780024;-1.151786
Eglise Saint-Vivien;Nouvelle-Aquitaine;Monument;Patrimoine;45.889698;-0.846961
Eglise Saint-Germain;Nouvelle-Aquitaine;Monument;Patrimoine;45.912349;-0.423463
Cimetière;Nouvelle-Aquitaine;Monument;Patrimoine;45.642877;-1.059119
Eglise Saint-Vivien;Nouvelle-Aquitaine;Monument;Patrimoine;45.970325;-0.978882
Château;Nouvelle-Aquitaine;Monument;Patrimoine;45.972462;-0.444277
Eglise Saint-Pallais;Nouvelle-Aquitaine;Monument;Patrimoine;45.60782;-0.624647
Eglise Saint-Christophe;Nouvelle-Aquitaine;Monument;Patrimoine;45.378903;-0.439232
Eglise Saint-Martin;Nouvelle-Aquitaine;Monument;Patrimoine;45.137064;1.805624
Manoir de l'Eyrial;Nouvelle-Aquitaine;Monument;Patrimoine;45.092741;1.936134
Haras national de Pompadour;Nouvelle-Aquitaine;Monument;Patrimoine;45.401311;1.369539
Croix de chemin dite de l'Ouradour;Nouvelle-Aquitaine;Monument;Patrimoine;45.2109926645659;2.07216783226506
Mairie;Nouvelle-Aquitaine;Monument;Patrimoine;44.994872;1.829917
Institution Sévigné;Nouvelle-Aquitaine;Monument;Patrimoine;44.994872;1.829917
Maison Plazanet;Nouvelle-Aquitaine;Monument;Patrimoine;44.994872;1.829917
Domaine des Monts;Nouvelle-Aquitaine;Monument;Patrimoine;45.370023;1.416301
Anciennes halles;Nouvelle-Aquitaine;Monument;Patrimoine;45.401133;2.4955
Ancienne chapelle Saint-Libéral;Nouvelle-Aquitaine;Monument;Patrimoine;45.147825;1.518385
Hôtel Salès de Marqueyssac;Nouvelle-Aquitaine;Monument;Patrimoine;45.158461;1.534931
hôtel Labenche devenu séminaire (aujourd'hui, musée d'art et d'histoire);Nouvelle-Aquitaine;Monument;Patrimoine;45.147825;1.518385
Hôtel d'Enval;Nouvelle-Aquitaine;Monument;Patrimoine;45.158692;1.534893
Villa gallo-romaine du Champ du Palais;Nouvelle-Aquitaine;Monument;Patrimoine;45.595698;1.935883
Eglise Saint-Pardoux;Nouvelle-Aquitaine;Monument;Patrimoine;45.592882;1.93326
Croix de chemin au sud de la place de l'église;Nouvelle-Aquitaine;Monument;Patrimoine;45.452637;1.877225
Eglise Saint-loup de Limoges;Nouvelle-Aquitaine;Monument;Patrimoine;45.062365;1.823932
Château de Beauregard;Nouvelle-Aquitaine;Monument;Patrimoine;45.055137;1.668905
Maison Salvant et Vallat;Nouvelle-Aquitaine;Monument;Patrimoine;45.055137;1.668905
Château de Benge;Nouvelle-Aquitaine;Monument;Patrimoine;45.055137;1.668905
Eglise Saint-Etienne;Nouvelle-Aquitaine;Monument;Patrimoine;45.212214;1.691135
Chapelle des Pénitents Blancs;Nouvelle-Aquitaine;Monument;Patrimoine;45.363814;1.869541
Ancienne église Saint-Genest;Nouvelle-Aquitaine;Monument;Patrimoine;45.003752;1.733603
Porche du Puy-Soubre;Nouvelle-Aquitaine;Monument;Patrimoine;45.232023;1.530386
Porte;Nouvelle-Aquitaine;Monument;Patrimoine;45.421201;2.044667
Château-la-Blanche;Nouvelle-Aquitaine;Monument;Patrimoine;45.400066;1.59964
