Nom;Région;Type équipement ou lieu;Domaine;Latitude;Longitude
Manoir de Coatgouray;Bretagne;Monument;Patrimoine;48.636416;-3.290605
Croix des Botmiliau;Bretagne;Monument;Patrimoine;48.467875;-2.980932
Croix Saint-Yves;Bretagne;Monument;Patrimoine;48.4868185574601;-2.96214463944492
Chapelle Notre-Dame de Darnouët;Bretagne;Monument;Patrimoine;48.479696;-3.185196
Dolmen de Kérivole (ou Kerivoa);Bretagne;Monument;Patrimoine;48.479696;-3.185196
Manoir du Lézard;Bretagne;Monument;Patrimoine;48.479696;-3.185196
Eglise Saint-Nicodème;Bretagne;Monument;Patrimoine;48.471388;-2.258616
Croix Saint-Michel;Bretagne;Monument;Patrimoine;48.849932;-3.00246
Eglise Notre-Dame de Bulat;Bretagne;Monument;Patrimoine;48.431948;-3.334352
Chapelle Saint-Blaise et son cimetière;Bretagne;Monument;Patrimoine;48.431948;-3.334352
Fontaine Saint-Maur;Bretagne;Monument;Patrimoine;48.439294;-3.46569
Manoir de la Ville Blanche;Bretagne;Monument;Patrimoine;48.335285;-3.08741
Manoir de Locmaria;Bretagne;Monument;Patrimoine;48.357151;-3.541614
Eglise Saint-Pierre;Bretagne;Monument;Patrimoine;48.302878;-2.162149
Deux menhirs;Bretagne;Monument;Patrimoine;48.215388;-3.046694
Château de la Motte-Basse;Bretagne;Monument;Patrimoine;48.324813;-2.49429
Site gallo-romain du Haut-Bécherel - Temple de Mars;Bretagne;Monument;Patrimoine;48.485946;-2.166334
Château de la Reine Anne;Bretagne;Monument;Patrimoine;48.450412;-2.044063
Maison;Bretagne;Monument;Patrimoine;48.45437;-2.043078
Maison;Bretagne;Monument;Patrimoine;48.453674;-2.04345
Maison;Bretagne;Monument;Patrimoine;48.453779;-2.044351
Gare S.N.C.F.;Bretagne;Monument;Patrimoine;48.447021;-2.053427
Maison dite des Potiers;Bretagne;Monument;Patrimoine;48.456588;-2.039256
Maison;Bretagne;Monument;Patrimoine;48.456429;-2.038902
Maison;Bretagne;Monument;Patrimoine;48.455972;-2.04064
Maison;Bretagne;Monument;Patrimoine;48.455893;-2.04063
Maison;Bretagne;Monument;Patrimoine;48.453907;-2.041558
Maison;Bretagne;Monument;Patrimoine;48.45383;-2.042623
Maison;Bretagne;Monument;Patrimoine;48.453719;-2.043658
Maison;Bretagne;Monument;Patrimoine;48.453785;-2.044465
Maison;Bretagne;Monument;Patrimoine;48.45376;-2.044649
Immeuble;Bretagne;Monument;Patrimoine;48.453619;-2.042444
Château de Beaumanoir;Bretagne;Monument;Patrimoine;48.379535;-1.975157
Chapelle Saint-Nicolas;Bretagne;Monument;Patrimoine;48.292453;-2.759241
Château de Coatcouraval;Bretagne;Monument;Patrimoine;48.203974;-3.3789
Restes des remparts;Bretagne;Monument;Patrimoine;48.560263;-3.153245
Ancienne prison;Bretagne;Monument;Patrimoine;48.56177;-3.147396
Couvent des Ursulines;Bretagne;Monument;Patrimoine;48.560443;-3.145827
Ancienne abbaye Sainte-Croix;Bretagne;Monument;Patrimoine;48.551798;-3.156303
Château de Couëllan;Bretagne;Monument;Patrimoine;48.291505;-2.100402
Menhir dit La Pierre Longue;Bretagne;Monument;Patrimoine;48.291505;-2.100402
Château de Catuelan;Bretagne;Monument;Patrimoine;48.386317;-2.689574
Eglise Saint-Jean-Baptiste;Bretagne;Monument;Patrimoine;48.513983;-2.668673
Croix du 18e siècle;Bretagne;Monument;Patrimoine;48.410073;-2.321512
Ancien hôtel de Sevoy;Bretagne;Monument;Patrimoine;48.40731;-2.325689
Eglise Notre-Dame et Saint-Etienne;Bretagne;Monument;Patrimoine;48.40731;-2.325689
Chapelle Saint-Lubin;Bretagne;Monument;Patrimoine;48.299865;-3.325149
Croix du 17e siècle située devant la chapelle de Langoërat;Bretagne;Monument;Patrimoine;48.60864035153;-3.21627409340264
Allée couverte du Chêne-Hut;Bretagne;Monument;Patrimoine;48.48799;-2.520609
Menhir de Guihallon;Bretagne;Monument;Patrimoine;48.48799;-2.520609
Calvaire dit Croix Dom Jan;Bretagne;Monument;Patrimoine;48.511267;-2.335618
Abbaye de Bon Repos;Bretagne;Monument;Patrimoine;48.218559;-3.08467
Eglise Saint-Gildas;Bretagne;Monument;Patrimoine;48.241756;-3.123028
Manoir de la Noë Verte;Bretagne;Monument;Patrimoine;48.712261;-2.968937
Chapelle Notre-Dame de Liscornot;Bretagne;Monument;Patrimoine;48.648957;-3.010415
Croix du 17e siècle;Bretagne;Monument;Patrimoine;48.648957;-3.010415
Immeuble;Bretagne;Monument;Patrimoine;48.731575955832;-3.46003127864999
Chapelle de l'Institution Saint-Joseph (actuellement collège Saint-Joseph);Bretagne;Monument;Patrimoine;48.730202;-3.454564
Manoir de Kerprigent;Bretagne;Monument;Patrimoine;48.744406;-3.474486
Chapelle Saint-Nicodème;Bretagne;Monument;Patrimoine;48.744406;-3.474486
Ancien couvent Sainte-Anne;Bretagne;Monument;Patrimoine;48.729215;-3.462924
Château de Kerivon;Bretagne;Monument;Patrimoine;48.744406;-3.474486
Borne de corvée;Bretagne;Monument;Patrimoine;48.744406;-3.474486
Chapelle Saint-Antoine;Bretagne;Monument;Patrimoine;48.350999;-3.210076
Calvaire et ossuaire;Bretagne;Monument;Patrimoine;48.350999;-3.210076
Eglise Notre-Dame-de-la-Cour et croix de calvaire;Bretagne;Monument;Patrimoine;48.596186;-2.882811
Ossuaire;Bretagne;Monument;Patrimoine;48.606616;-3.527973
Eglise Saint-Envel;Bretagne;Monument;Patrimoine;48.516558;-3.408886
Chapelle du Dresnay;Bretagne;Monument;Patrimoine;48.51351;-3.48354
Manoir de la Vigne;Bretagne;Monument;Patrimoine;48.59755;-2.281999
Manoir du Vieux Bourg, ou maison dite le château de Merdrignac;Bretagne;Monument;Patrimoine;48.183192;-2.402678
Chapelle Saint-Jacques de Saint-Léon;Bretagne;Monument;Patrimoine;48.272643;-2.909094
Maisons;Bretagne;Monument;Patrimoine;48.361213;-2.632646
Croix;Bretagne;Monument;Patrimoine;48.2652668673979;-3.50191244497634
Ferme de Lisquily;Bretagne;Monument;Patrimoine;48.202537;-2.986085
Chapelle Sainte-Suzanne;Bretagne;Monument;Patrimoine;48.202537;-2.986085
Maison;Bretagne;Monument;Patrimoine;48.779734;-3.045286
Maison;Bretagne;Monument;Patrimoine;48.780958;-3.04693
Tumulus de Castellaouenan;Bretagne;Monument;Patrimoine;48.228121;-3.462086
Eglise Saint-Pierre;Bretagne;Monument;Patrimoine;48.597144;-3.270092
Menhir de Kerbelven;Bretagne;Monument;Patrimoine;48.819684;-3.301142
Dolmen à galerie, dans la partie Sud-Ouest de l'île de Bono;Bretagne;Monument;Patrimoine;48.810531;-3.46006
Moulin de la Lande du Crac;Bretagne;Monument;Patrimoine;48.810531;-3.46006
Chapelle de Notre-Dame de la Clarté;Bretagne;Monument;Patrimoine;48.810531;-3.46006
Calvaire, à Ploumanac'h, dans l'enclos de la chapelle Saint-Guirec;Bretagne;Monument;Patrimoine;48.810531;-3.46006
Menhir dit Le Fuseau;Bretagne;Monument;Patrimoine;48.443732;-2.862947
Menhir dit du Petit Vauridel;Bretagne;Monument;Patrimoine;48.408368;-2.808258
Camp de Péran;Bretagne;Monument;Patrimoine;48.442372;-2.737594
Château de Craffault;Bretagne;Monument;Patrimoine;48.442372;-2.737594
Vieux calvaire;Bretagne;Monument;Patrimoine;48.632286;-2.372194
Château Goëlo;Bretagne;Monument;Patrimoine;48.55466;-2.91853
Croix du 18e siècle;Bretagne;Monument;Patrimoine;48.173295;-2.598183
Chapelle Saint-Lubin et calvaire;Bretagne;Monument;Patrimoine;48.173295;-2.598183
Croix du 15e siècle dite Croix de la Belle Place;Bretagne;Monument;Patrimoine;48.3488662749365;-2.66126026633322
Chapelle Saint-Yves;Bretagne;Monument;Patrimoine;48.44125;-3.128928
Menhir de Caëlonan, ou Caillouan;Bretagne;Monument;Patrimoine;48.44125;-3.128928
Château du Bois de la Motte;Bretagne;Monument;Patrimoine;48.536071;-2.067595
Croix du cimetière;Bretagne;Monument;Patrimoine;48.423886;-2.446516
Manoir de Kerviziou;Bretagne;Monument;Patrimoine;48.655482;-3.619971
Fontaine Saint-Efflam;Bretagne;Monument;Patrimoine;48.670443;-3.610839
Croix de cimetière;Bretagne;Monument;Patrimoine;48.84392;-3.124133
Phares du Cap Fréhel;Bretagne;Monument;Patrimoine;48.647236;-2.319095
Château de Lorges;Bretagne;Monument;Patrimoine;48.325144;-2.828734
Croix Saint-Lambert;Bretagne;Monument;Patrimoine;48.325144;-2.828734
Colombier de Maros;Bretagne;Monument;Patrimoine;48.533081;-2.985094
Manoir de Kerbridou;Bretagne;Monument;Patrimoine;48.616122;-3.482006
Maison du 17e siècle;Bretagne;Monument;Patrimoine;48.612056;-3.472923
Dolmen dit de la Ville Tanguy;Bretagne;Monument;Patrimoine;48.5712;-2.184342
Calvaire dit Croix des Veuves;Bretagne;Monument;Patrimoine;48.804393;-3.041798
Chapelle de Kerfons-en-Kerfaouës;Bretagne;Monument;Patrimoine;48.687777;-3.450526
Manoir de Kerauzern;Bretagne;Monument;Patrimoine;48.687777;-3.450526
Château de Kergrist;Bretagne;Monument;Patrimoine;48.687777;-3.450526
Eglise Saint-Pierre;Bretagne;Monument;Patrimoine;48.484041;-3.378465
Chapelle Saint-Gonéry;Bretagne;Monument;Patrimoine;48.501023;-3.565932
Chapelle Saint-Gonéry et cimetière;Bretagne;Monument;Patrimoine;48.840448;-3.238844
Jardin du Kestellic;Bretagne;Monument;Patrimoine;48.80529;-3.245021
Manoir de Lesmoal;Bretagne;Monument;Patrimoine;48.566112;-3.545797
Manoir;Bretagne;Monument;Patrimoine;48.568107;-3.54201
Chapelle Sainte-Jeune;Bretagne;Monument;Patrimoine;48.549412;-3.450353
Chapelle Notre-Dame de Kerhir;Bretagne;Monument;Patrimoine;48.286365;-3.235725
Eglise Saint-Pierre;Bretagne;Monument;Patrimoine;48.286365;-3.235725
Menhir dit du Pré de Camet;Bretagne;Monument;Patrimoine;48.495604;-2.927299
Croix de chemin;Bretagne;Monument;Patrimoine;48.643283;-3.545708
Oratoire de Saint-Sylvestre;Bretagne;Monument;Patrimoine;48.646717;-3.536987
Chapelle Saint-Nicolas;Bretagne;Monument;Patrimoine;48.611318;-3.575744
Motte du moulin de Pommerit;Bretagne;Monument;Patrimoine;48.620482;-3.098046
Château de la Houssaye;Bretagne;Monument;Patrimoine;48.426744;-2.656341
Manoir de La Rocherousse;Bretagne;Monument;Patrimoine;48.426744;-2.656341
Menhir de la Roche Longue;Bretagne;Monument;Patrimoine;48.402728;-2.911729
Hôtel Digaultray des Landes;Bretagne;Monument;Patrimoine;48.403032;-2.913544
Ancien hôtel Poulain, actuellement office de tourisme;Bretagne;Monument;Patrimoine;48.403028;-2.910019
Château du Hac;Bretagne;Monument;Patrimoine;48.345711;-1.992218
Chapelle Saint-Jacques-le-Majeur;Bretagne;Monument;Patrimoine;48.555146;-2.517278
Caisse d'Epargne;Bretagne;Monument;Patrimoine;48.512895;-2.762693
MAG PRESSE LONGS-CHAMPS;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.1311880315522;-1.63272197153787
LE MARIGNY;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.1146110512142;-1.65767015124087
SNC CARLAC;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.0320010172521;-3.48886052878471
DELAMARCHE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.107489197223;-1.40483437357174
MAISON DE LA PRESSE;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.7052944826049;-3.38307099385885
BUREAU VALLEE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.7522958695938;-3.45381084079103
MAG PRESSE;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.7020359905501;-2.91963245279631
LE NEMROD;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.0902716047379;-1.66769931956389
TPJ LA LIBERTE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.1231971458198;-1.21078663245055
MAG PRESSE BOURGCHEVREUIL;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.12255750516;-1.59958964310969
CHURCHILL;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.1174350328419;-1.70748000464085
LAGRIFFOUL ALBAN;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.5697217738359;-3.82987604028015
MAG PRESSE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.1153712074583;-1.58552134458348
MILON CATHERINE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.0600859835512;-1.19349017930085
TANGUY CAMPRODIS;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.8718445257306;-4.10492429725015
ALMATINE;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.9129350502459;-1.3797892437962
LE FOUQUAT;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.4049935054988;-4.46716944593874
ROUGIER & PLE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.1131840178344;-1.67929008910298
SNC SOCAME;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.4021193750336;-4.48849791897367
GUIET XAVIER;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.5231101327356;-2.84958452781072
LE LIVRE ET LA PLUME;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.8720216726891;-3.91792832331943
GINER THIPHAINE;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.9944372941396;-4.09216018887652
RSD;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.0902716047379;-1.66769931956389
BUREAUVALLEE;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.650121158446;-2.71237392373835
LE MABRIJADE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.6754364045442;-1.91156471311116
LACOSTE;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.6663669614151;-2.78712883790316
GAUTIER;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.0670776685325;-2.96562702618452
CLOHARS PRESSE;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.7939943608501;-3.58300013137957
PARAME PRESSE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.6584994914477;-1.9849647936916
QUEFFELEC BEATRICE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.6575489965431;-4.17487156274109
EI ESPACE TABAC VAPE - CHEN HUI;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.4037088925213;-4.5078516148242
LA PAROISSE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.6343250073824;-2.01890930267142
ALICE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.1054057491052;-1.67813567046869
AGATHE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.6328367755546;-2.00015816763537
Scènes du Golfe - Théâtre Arradon - Vannes;Bretagne;Scène;Arts du spectacle;47.662328434202;-2.76070820904578
La Grande Boutique;Bretagne;Scène;Arts du spectacle;48.104891;-3.494013
Très Tôt Théâtre;Bretagne;Scène;Arts du spectacle;47.99484;-4.0979
Plages Magnétiques;Bretagne;Scène;Arts du spectacle;48.3857579551489;-4.48499822587832
Site patrimonial remarquable de CLOHARS-CARNOËT;Bretagne;Espace protégé;Patrimoine;47.770196;-3.553795
Site patrimonial remarquable de CONCARNEAU;Bretagne;Espace protégé;Patrimoine;47.865759;-3.883927
Site patrimonial remarquable de LE CONQUET;Bretagne;Espace protégé;Patrimoine;48.346694;-4.765027
Site patrimonial remarquable de LANDÉDA;Bretagne;Espace protégé;Patrimoine;48.59735;-4.567454
Site patrimonial remarquable de LANNILIS;Bretagne;Espace protégé;Patrimoine;48.571095;-4.529486
Site patrimonial remarquable de RENNES;Bretagne;Espace protégé;Patrimoine;48.109189;-1.684225
Site patrimonial remarquable de MALANSAC;Bretagne;Espace protégé;Patrimoine;47.67866;-2.295743
Site patrimonial remarquable de PONTIVY;Bretagne;Espace protégé;Patrimoine;48.078627;-2.969149
Site patrimonial remarquable de PORT-LOUIS;Bretagne;Espace protégé;Patrimoine;47.714738;-3.342951
Site patrimonial remarquable de LANNION;Bretagne;Espace protégé;Patrimoine;48.748208;-3.469214
Théâtre des Jacobins;Bretagne;Théâtre;Arts du spectacle;48.4527495025128;-2.0425962641106
Maison du Théâtre;Bretagne;Théâtre;Arts du spectacle;48.4148937781787;-4.49339696760917
Centre culturel François Mitterrand - Salle de spectacle;Bretagne;Théâtre;Arts du spectacle;48.3747758440779;-4.64372018630433
Centre culturel Fougères Agglomération;Bretagne;Théâtre;Arts du spectacle;48.3434879244881;-1.19449784834013
Théâtre de la Paillette;Bretagne;Théâtre;Arts du spectacle;48.1094310307758;-1.6972910197188
Quai 9;Bretagne;Théâtre;Arts du spectacle;47.7625890373096;-3.34767948145507
Centre culturel Le Dôme;Bretagne;Théâtre;Arts du spectacle;47.6908513350324;-2.73918407316799
Grain de Sel;Bretagne;Théâtre;Arts du spectacle;47.6185732780103;-2.73651071485472
Fortifications de Vauban;Bretagne;Monument;Patrimoine;48.28;-4.591667
MAG PRESSE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.5821852118822;-2.53454860678124
VIOT BRUNO;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.5435096256061;-2.76346385316246
BUREAU VALLEE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.5737909647603;-3.85742590462147
BUREAU VALLEE;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.8760707969574;-2.82562330914556
LE JOKER;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.6582494425566;-2.75045666954363
QUENTIN ET ASSOCIES;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.9590148038628;-3.83004071829957
HEXAGONE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.4069448976746;-4.46717733450645
SNC LE GOURIFF;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.6755297598482;-3.17005218180348
LE FETICHE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.6390082485192;-2.40463505265494
SNC LE BOULANGER;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.1377368493588;-1.95365684813262
SNC DU CAP LIHOU;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.093404201989;-1.67086687568404
TABAC PRESSE LOTO;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.0479173218156;-1.86739966254918
MAG PRESSE;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.5881625075805;-3.02889808882231
MOUHOUN KHIDER;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.4539959419526;-2.05121023996017
LE GOELAND;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.7949335939083;-4.28229535175421
LE VIZIR;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.1120186856016;-1.67923934488996
DES MOTS ET DES CADEAUX;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.5485619891195;-2.79041600151638
LMS DIFFUSION;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.1034506525739;-1.62584051091696
DYAK PRESSE;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.6389380106832;-2.77565053815465
TABAC PRESSE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.4564334158063;-2.05161438749672
PGO;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.3629583077607;-4.70336330157823
L'ESPACE CULTUREL;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.0155827499275;-4.08338857974336
MARK PRESSE;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.8796685191343;-3.55574758587209
TABAC DES MARELLES;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.0879559609189;-1.62101977669688
MENON BURO;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.3353608213116;-1.1695266380666
MAISON DE LA PRESSE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.6268145641492;-2.83488879287437
BPC;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.5893487319044;-2.55355246257689
LA PRESSE DE PLOUHA;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.6764577856493;-2.92768826025281
REUX KEVIN;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.5078376418632;-2.76254582099691
LA BOUTIQUE D'A COTE;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.8934560904577;-4.01187762064774
LA GITANE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.5715128271238;-4.32354952809303
BUREAU VALLEE;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.6734645973523;-2.06731944961477
BAHON RAULT;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.1134398739457;-1.67978388791746
BREBION THEO;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.1094015539958;-1.67675028371456
BESCOND YVON;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.6056129909259;-4.50467488728124
MAG PRESSE BEAUSOLEIL;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.1174490672457;-1.6095350118784
FARGIER NELLY;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.5557029629448;-3.1434142203338
LE BANNIER MARIANNE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.5745704129778;-3.84392149944368
GUERMEUR OLIVIER;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.1210269983383;-1.71132229360346
TABAC JEAN BART;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.6361954481225;-2.01458632710222
PERRAIS RACHEL;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.6464040882331;-2.00472699184751
L'ANCRE IMAGINAIRE;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.5716898741223;-3.07619022016369
PAPETERIE L'ARC EN CIEL;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.626308666501;-3.30144074601046
LE NARVAL;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.6373184007842;-2.25802191111682
SNC LA BELLE ETOILE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.1149435809163;-1.20605969205108
LA PAUSE PRESSE;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.9950048108678;-1.66642090056033
BUREAU VALLEE;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.8760707969574;-2.82562330914556
RAPH'MICRO;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.1550919994693;-1.71757407096543
MOTS ET IMAGES TOME 2;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.5625115464507;-3.15108529896068
TABAC PRESSE LOTO;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.2764331367984;-2.61882086819544
COLLIN;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.5155213700512;-2.76010898207569
BRETON SANDRINE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.6309299264653;-2.8712252785629
LE HAVANE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.5138675830865;-2.66691858287903
LE PARC PRESSE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.812517673288;-3.2952733231133
LIBRAIRIE PAPETERIE MARY;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.3622565581106;-1.22886915191304
Canal Théâtre intercommunal du Pays de Redon;Bretagne;Scène;Arts du spectacle;47.6508674894033;-2.08508965718515
Passerelle - Scène nationale de Saint-Brieuc;Bretagne;Scène;Arts du spectacle;48.5129400117935;-2.76145713140368
Run Ar Puns;Bretagne;Scène;Arts du spectacle;48.2061414581124;-4.07303986585963
Atm;Bretagne;Scène;Arts du spectacle;48.106530094306;-1.69520030097183
Site patrimonial remarquable de ERQUY;Bretagne;Espace protégé;Patrimoine;48.631798;-2.457317
Site patrimonial remarquable de PONT-L’ABBÉ;Bretagne;Espace protégé;Patrimoine;47.864808;-4.210663
Site patrimonial remarquable de QUIMPER;Bretagne;Espace protégé;Patrimoine;48.013811;-4.093587
Site patrimonial remarquable de BÉCHEREL;Bretagne;Espace protégé;Patrimoine;48.297293;-1.944475
Site patrimonial remarquable de LA GUERCHE-DE-BRETAGNE;Bretagne;Espace protégé;Patrimoine;47.938682;-1.222723
Site patrimonial remarquable de SAINT-LUNAIRE;Bretagne;Espace protégé;Patrimoine;48.624406;-2.103107
Site patrimonial remarquable de PONT-SCORFF;Bretagne;Espace protégé;Patrimoine;47.830068;-3.41151
Site patrimonial remarquable de LA ROCHE-BERNARD;Bretagne;Espace protégé;Patrimoine;47.519738;-2.29827
Site patrimonial remarquable de MONTREUIL-SUR-MER;Bretagne;Espace protégé;Patrimoine;48.312053;-1.642335
CPPC – Théâtre L’Aire Libre;Bretagne;Théâtre;Arts du spectacle;48.06783002911;-1.72080100026036
Centre culturel Quai des rêves;Bretagne;Théâtre;Arts du spectacle;48.4770619148166;-2.50016702370185
Centre culturel Arthémuse;Bretagne;Théâtre;Arts du spectacle;48.099077669065;-3.99797349330755
Espace Avel Vor;Bretagne;Théâtre;Arts du spectacle;48.3711439847602;-4.36211779502392
Centre culturel Fougères Agglomération - Théâtre Victor Hugo;Bretagne;Théâtre;Arts du spectacle;48.3545244178908;-1.20285856199339
Théâtre du Vieux Saint-Etienne - Association Ay-Roop;Bretagne;Théâtre;Arts du spectacle;48.1152040332903;-1.68369404152272
Site antique du Pérennou;Bretagne;Monument;Patrimoine;47.9128648990459;-4.1493015420492
Chapelle de la Trinité;Bretagne;Monument;Patrimoine;47.9813357490463;-3.04491085702871
Dolmens de Lann Toulvern;Bretagne;Monument;Patrimoine;47.5966460999833;-2.92573502938965
Dolmens de la pointe de Liouse;Bretagne;Monument;Patrimoine;47.5795912999832;-2.81190464894906
Menhir de Kermaillard;Bretagne;Monument;Patrimoine;47.5360062663416;-2.84929515348211
Domaine de Ménoray;Bretagne;Monument;Patrimoine;48.0775374990468;-3.16453073335338
Château de la Briantais;Bretagne;Monument;Patrimoine;48.6192076990502;-2.01497873691713
Thermes d’une ancienne villa gallo-romaine;Bretagne;Monument;Patrimoine;48.5529782990498;-2.00406961003872
Immeuble situé 13 rue Longue;Bretagne;Monument;Patrimoine;48.5767822355375;-3.82955150182418
Église Saint-Léonard;Bretagne;Monument;Patrimoine;48.0385691990466;-1.66767718403083
Dolmen et ciste de Penher;Bretagne;Monument;Patrimoine;47.5971925664097;-3.03331548067319
Mairie-école, église Saint-Nicolas, la fontaine et le poste de douane;Bretagne;Monument;Patrimoine;48.2151631990477;-4.07309949178367
musée Mathurin Meheut;Bretagne;Musée;Patrimoine;48.4696286925584;-2.51527605147547
écomusée du pays de Monfort;Bretagne;Musée;Patrimoine;48.1373719697359;-1.95597646183301
musée du Long-Cours Cap-hornier;Bretagne;Musée;Patrimoine;48.635338;-2.023412
LRM PRESSE;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.389733501312;-4.52678895586007
TRIBS BREST SNCF;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.3886518815411;-4.47603758963193
SOCIETE BALCON;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.3599943030695;-4.77339241587748
MORLAIX SNCF;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.6186325536271;-3.81565131262628
MADEC YVON;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.5674249361525;-3.70014783895258
KIOSQUE N¿341446;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.1035739814677;-1.67229996032949
LE CHIQUITO;Bretagne;Papeterie et maisons de la presse;Livre et presse;48.114381510831;-1.68116739978817
PAPETERIE TONNERRE;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.7535606035668;-3.37529323846285
COCIBULLE;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.7478227836686;-3.36046807235532
SARL PRESTIVAL;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.3476954941363;-3.15718547411772
349613 VANNES SNCF;Bretagne;Papeterie et maisons de la presse;Livre et presse;47.6651108203237;-2.75243385191932
