Région;Bibliothèque;Centre culturel;Centre d'art;Centre de création artistique;Centre de création musicale;Cinéma;Conservatoire;Espace protégé;Librairie;Lieu archéologique;Lieu de mémoire;Monument;Musée;Opéra;Papeterie et maisons de la presse;Parc et jardin;Scène;Service d'archives;Théâtre;Établissement d'enseignement supérieur
Bretagne;20.179618768328446;0.0;0.09164222873900293;0.1282991202346041;0.018328445747800588;2.346041055718475;0.3482404692082111;1.5395894428152492;4.930351906158357;0.9714076246334311;0.1466275659824047;60.02565982404692;0.9714076246334311;0.0;5.810117302052785;0.4582111436950147;0.31158357771260997;0.8064516129032258;0.7881231671554252;0.1282991202346041
Nouvelle-Aquitaine;18.521236583799652;0.045867351619117515;0.10090817356205853;0.09173470323823503;0.009173470323823502;2.1832859370699937;0.27520410971470505;1.7888267131455828;3.596000366938813;1.550316484726172;0.2568571690670581;60.12292450233924;1.6695715989358775;0.018346940647647005;6.999357857077332;0.6054490413723511;0.5045408678102926;0.9265205027061737;0.6146225116961747;0.11925511420970553
